created_at;id_str;tweet;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Wed Sep 20 06:25:31 +0000 2023;1,70438E+18;@tvOneNews Menurut Tomy awal mula penetapan zonasi Pulau Rempang yang digunakan untuk bisnis bukan dilakukan pihaknya. Ia hanya menerima hasil sidang antara BP Batam dengan DPR..kalian percaya ide/konsep Eco city berasal dr Bp Batam???..🤔😅.;0;0;0;0;in;1,28656E+18;1,7039E+18;Fadlipenyair;https://twitter.com/Fadlipenyair/status/1704381252395307406
Wed Sep 20 06:03:52 +0000 2023;1,70438E+18;@millenial2000 @ganjarpranowo Pantes negara ini gak maju maju. Udah gak mampu dikasih sekolah gratis, dikasih zonasi biar gak jauh jadi gak keluar biaya ongkos terlalu besar, eh ngeluhnya begini :))));0;0;0;0;in;1,60344E+18;1,70342E+18;sistamarta;https://twitter.com/sistamarta/status/1704375807559487967
Wed Sep 20 06:02:32 +0000 2023;1,70438E+18;@Gerindra @prabowo Min, apa impian besar pak prabowo dalam bidang pendidikan? Saat ini pendidikan carut marut. Pungli, zonasi dll masih menjadi masalah hingga skrg.;0;0;0;0;in;1,11724E+18;1,7043E+18;andikaaryadii;https://twitter.com/andikaaryadii/status/1704375469595115628
Wed Sep 20 06:00:55 +0000 2023;1,70438E+18;@txtfrompiranha @convomf Dari jaman dl ya ada kuotanya nder.  Kan sekolah ada jumlah bangku. Apalagi dengan sistem seleksi digital.  Dilihat dari zonasi, umur, jarak.;0;1;0;0;in;16836324;1,70426E+18;anttieee_;https://twitter.com/anttieee_/status/1704375063758406018
Wed Sep 20 05:41:42 +0000 2023;1,70437E+18;"@bisquitnissin @700juta @txtdrjkt Sekolah negeri jg banyak diminati Ama orkay. Bukan Krn ga mampu sekolah di swasta inter yah tp emang pengen anak nya bisa dpt tiket"" ke univ negeri ternama. Apalagi sistem zonasi yg rawan korupsi Krn harus punya duit buat msk sekolah negeri. Yg miskin cukup sekolah di swasta aja""";0;1;2;50;in;1289114468;1,70435E+18;pras18ter;https://twitter.com/pras18ter/status/1704370228959010961
Wed Sep 20 05:34:38 +0000 2023;1,70437E+18;@Pai_C1 jaman sekarang bnyk bgt anak sekolah bawa motor. padahal sekolah udah pake sistem zonasi biar anak ga jauh ke sekolah. harusnya ada larangan tegas jgn biarkan anak naik kendaraan pribadi ke sekolah. kasih sanksi tegas adain razia tiap seminggu atau sebulan.;0;1;0;1;in;1,6255E+18;1,70408E+18;babycecilians;https://twitter.com/babycecilians/status/1704368449051578494
Wed Sep 20 05:26:50 +0000 2023;1,70437E+18;@kookiekukiwon @tanyarlfes Iya kalo sekarang zonasi enak, adek saya dapet sekolah Deket rumah jalan kaki nyampe;0;0;0;0;in;1,27327E+18;1,70408E+18;Walikotaalter;https://twitter.com/Walikotaalter/status/1704366487635624369
Wed Sep 20 05:06:09 +0000 2023;1,70436E+18;@ponyxyeo @atr_bpn @TjahjantoHadi @RajaJuliAntoni Selamat siang sobat, berdasarkan Pergub DKI No.1 Tahu n 2014 tentang rencana detail tata ruang  dan peraturan zonasi. Terima kasih. 🙏;0;1;0;0;in;2916193760;1,70365E+18;kantahkotajakut;https://twitter.com/kantahkotajakut/status/1704361279622889971
Wed Sep 20 04:25:39 +0000 2023;1,70435E+18;@ch_chotimah2 @ganjarpranowo Terserah pendukung Ganjar mau omong apa tentang DKI krn lg cari makan. Pj Gubernur Heru mlh berbalik menyukai Anies banyak kerja Anies yg tdk dipublikasikan, Jaklinko, KJP Plus, Zonasi Pendijan, taman dan halte, danau, rusun, di DKI terakhir JIS slalu dipolotisir oleh yg ga suka.;0;0;0;1;in;1,64337E+18;1,70411E+18;waris7354499786;https://twitter.com/waris7354499786/status/1704351087028019538
Wed Sep 20 04:11:51 +0000 2023;1,70435E+18;"@montinycaratzen Ohh dari Jogja, jauh banget kak, bukannya disana ada UGM? Kenapa masuk Unpad?""  YA ANDAI MASUK UNIV PAKE SISTEM ZONASI KEK SMA JUGA GUE GABAKALAN DISINI BANGSATTTTT""";0;1;0;0;in;2500565310;1,7041E+18;tepezhii;https://twitter.com/tepezhii/status/1704347615159255293
Wed Sep 20 03:21:51 +0000 2023;1,70434E+18;@xxtdkhmr @erhaiban @rannayyy @speachace @tanyarlfes pemerintah udah kasih sistem zonasi masih aja ngeluh. banyak anak sd daerah pelosok yg sekolah terdekatnya aja harus ngelewatin sungai dan mendaki bukit, ga ada ngeluh macam kau. ini masih 1 zaman sama kau lho. kau dikasih akses enak bs jalan kaki di aspal masih aja ga bersyukur https://t.co/ugzKhcB3om;0;0;0;0;in;1,45116E+18;1,70408E+18;seymawins;https://twitter.com/seymawins/status/1704335031429480837
Wed Sep 20 02:59:52 +0000 2023;1,70433E+18;@ArisChukris @skrinsutfess @convomf Benerrr banget. Di kelurahanku nih tinggal 2 sdn. Sebelum tahun ajaran baru udah bagi2 seragam dll. Kadang ortu mau nyekolahin ke swasta gk jadi krn gak enak. Smp juga gitu. Cuma klo sma kemarin saudaraku sampai kelempar2 sih gara2 zonasi;0;0;0;1;in;1,1E+18;1,70426E+18;aw_yena;https://twitter.com/aw_yena/status/1704329499637424268
Wed Sep 20 02:56:55 +0000 2023;1,70433E+18;@convomf sekolah sd negri gratis nder, bilang ke ortu nya suruh masukin gt kan skrg sistem zonasi;0;0;0;0;in;1,55873E+18;1,70426E+18;_ailac;https://twitter.com/_ailac/status/1704328756410847516
Wed Sep 20 02:17:25 +0000 2023;1,70432E+18;@yusufgunawan kadang bingung pak, antara jumlah yang zonasi sama yang bukan perbandingan berapa? kok masih harus bawa kendaraan, maaf hanya bertanya;0;1;0;0;in;7,27801E+17;1,70429E+18;ipoksamidub;https://twitter.com/ipoksamidub/status/1704318819676848622
Wed Sep 20 01:40:49 +0000 2023;1,70431E+18;@Walikotaalter @tanyarlfes Sama. Cm jamanku masih bnyk yg pake kendaraan umum sih. Walau rumah jauh2 bgt aja tuh masih direlain nunggu bus berjam2, harus ngoper pake angkot lah dll lah. Brgkt pagi bgt pulang dah gelap mau isya. Skrg krn zonasi hrsnya anak sekolah bisalah pake sepeda ya kan;0;1;0;0;in;1,39155E+18;1,70408E+18;kookiekukiwon;https://twitter.com/kookiekukiwon/status/1704309606749786545
Wed Sep 20 01:35:43 +0000 2023;1,70431E+18;@convomf Sekolah negeri bukannya ada yg gratis ya? Atau karena sistem zonasi jadi gabisa?;0;0;0;0;in;1,29385E+18;1,70426E+18;navinach;https://twitter.com/navinach/status/1704308323015868855
Tue Sep 19 23:59:38 +0000 2023;1,70428E+18;@susipudjiastuti Harusnya bisa membangun 100 gedung SMA/K baru untk menjangkau calon siswa dipelosok2 kampung yang gagal masuk karena zonasi.;0;0;0;0;in;933981673;1,70406E+18;jumainali;https://twitter.com/jumainali/status/1704284143331496160
Tue Sep 19 23:46:14 +0000 2023;1,70428E+18;@ddwrum bjirr di bekasi hujannya kena zonasi ternyata?;0;0;0;0;in;1084106870;1,70399E+18;dkiswonu;https://twitter.com/dkiswonu/status/1704280771761160325
Tue Sep 19 23:16:38 +0000 2023;1,70427E+18;@xxtdkhmr @rannayyy @speachace @tanyarlfes Apasih alesan mulu. Ada angkot, gojek, grab, lagian sekolah udah zonasi naik sepeda gak seberapa jauh berjam2.;0;0;0;0;in;1,15859E+18;1,70408E+18;catalinasierraa;https://twitter.com/catalinasierraa/status/1704273319967785270
Tue Sep 19 21:43:08 +0000 2023;1,70425E+18;@xxtdkhmr @rannayyy @speachace @tanyarlfes UNTUK APA SISTEM ZONASI YG SEKARANG BERLAKU???? PUNYA SIM TUH MINIMAL 17 TAHUN ANJIR GA USAH BANYAK ALESAN.;0;0;0;1;in;94280381;1,70408E+18;nyaricuandulu;https://twitter.com/nyaricuandulu/status/1704249791885275273
Tue Sep 19 19:12:30 +0000 2023;1,70421E+18;@xxtdkhmr @rannayyy @speachace @tanyarlfes Sekolah jauh apa, orang skrg zonasi. Klo jauh ya dianter ortu. G ada yg anter ya naik angkot. Bisa jalan kaki juga;0;0;0;3;in;249193163;1,70408E+18;mrscatbuttler;https://twitter.com/mrscatbuttler/status/1704211885955108933
Tue Sep 19 18:45:35 +0000 2023;1,70421E+18;@DOHYUNxZOM Aku juga baru 12 tahun mau dftr smp keren kendala zonasi.. tips sukses di smp gmn kak;0;0;0;0;in;1,50247E+18;1,70392E+18;janiaudrine;https://twitter.com/janiaudrine/status/1704205109507543214
Tue Sep 19 17:49:01 +0000 2023;1,70419E+18;@k3ifirAdan @3angelinazee @ciperamanuk @kumparan Ponakannya kurang beruntung dgn sistem zonasi jadi ponakannya gak dapat sekolahan dekat dgn alasan sudah kuota penuh jadi ponakannya terpaksa ke disekolahkan yg jaraknya lumayan bikin pegal badan dan sekolahan tersebut masih tersedia kuotanya walaupun jauh masalahnya;0;0;0;0;in;1,02764E+18;1,70411E+18;Dasuh_Ok;https://twitter.com/Dasuh_Ok/status/1704190876329857088
Tue Sep 19 16:31:49 +0000 2023;1,70417E+18;@3angelinazee @ciperamanuk @kumparan Sekolah jaraknya 15km? Bukannya sekarang daftar sekolah pake sistem zonasi? Harusnya jarak sekolah dan rumah jadi gak terlalu jauh dan bisa dicapai dengan sepeda. Itu kalau ortunya bener pendidikannya.;0;1;0;1;in;2903475936;1,70411E+18;k3ifirAdan;https://twitter.com/k3ifirAdan/status/1704171446942192125
Tue Sep 19 16:19:24 +0000 2023;1,70417E+18;@nordboii @ZA47__ @venasaran @andikamalreza @kumparan Bener kok. Kalo aku tinggal di kota. Tapi temen2 aku byk yg harus dari pinggiran ke kota karena sekolah yg bagus disini (dulu blm zonasi). Bahkan ada yg harus nyebrang pake kapal kecil dulu. Trus jalannya dulu byk yg tanah. Sekarang si pas pak jokowi mending lah. Tapi tetep jauh.;0;1;0;0;in;1,52501E+18;1,70411E+18;rryujjinn;https://twitter.com/rryujjinn/status/1704168321816658210
Tue Sep 19 16:15:53 +0000 2023;1,70417E+18;@ZA47__ @venasaran @andikamalreza @kumparan Kalo rumahku jauhnya masih wajar karena aku masih di pusat kotanya. Sd-ku cuma 5km and dari rumahku. Yg lumayan jauh smp &amp  sma. Tapi sekolah yg bagus kan bagian pusat kotanya ini jadi byk orang dari pinggiran yg ngelaju buat sekolah disini (dulu belum zonasi).;0;2;0;0;in;1,52501E+18;1,70411E+18;rryujjinn;https://twitter.com/rryujjinn/status/1704167434817777962
Tue Sep 19 13:24:47 +0000 2023;1,70412E+18;@vemby_marfico jalur zonasi kak;0;0;0;0;in;1,2192E+18;1,70412E+18;deyyceria;https://twitter.com/deyyceria/status/1704124376931766658
Tue Sep 19 13:18:44 +0000 2023;1,70412E+18;"loh dari bogor knp ga masuk IPB aja?? jauh² ke ub"" si anjrt dikira masuk IPB bisa jalur zonasi kali ya""";0;0;0;0;in;1,46717E+18;1,70412E+18;lebeccaaaa;https://twitter.com/lebeccaaaa/status/1704122857557782590
Tue Sep 19 13:00:07 +0000 2023;1,70412E+18;smansa buat stress smansa buat stress bacot su, udah masuknya zonasi pindah kk, ngeluh mulu, dr awal jg udah dibilangin guru kalo smansa berat. sebenernya ngeluh mah gapapa cuma lu ngeluhnya ke gua yg ketolak smansa kan babi bgt wkwkwkw tai;0;0;0;0;in;1,26962E+18;1,70412E+18;xxxdjunnn;https://twitter.com/xxxdjunnn/status/1704118171937239313
Tue Sep 19 12:49:52 +0000 2023;1,70412E+18;@tanyarlfes aneh ya, sekolah sekarangkan zonasi katanya. tapi masih ada yang bawa motor kesekolah, kalo emang beneran zonasi, sesuai alamat, ya anak muridnya kan sekitar sekolah ajakan, tapi buktinya parkiran sekolah smp sma masih banyak motor yang dibawa anak dibawah umur;0;0;0;0;in;1,53214E+18;1,70408E+18;AishaShandia;https://twitter.com/AishaShandia/status/1704115591525867652
Tue Sep 19 12:02:39 +0000 2023;1,7041E+18;Q3: Bukannya PPDB 2017 dan 2018 udah ada zonasi? A3: PPDB SMA Jabar 2017 dan 2018 memang ada pengaruh skor jarak, tapi pengaruhnya kecil (pas 2018, pindah KK 1 km lebih dekat ke sekolah setara sekitar tambahan nilai dari 1 soal UN);0;1;0;0;in;316302486;1,7041E+18;taufiqutomo;https://twitter.com/taufiqutomo/status/1704103709721215433
Tue Sep 19 12:02:35 +0000 2023;1,7041E+18;Di thread ini, saya pakai:  Passing grade PPDB SMA Kota Bandung 2017 dan 2018 (dua PPDB terakhir yang tidak full zonasi) sebagai indikator kualitas input.  Nilai rerata UTBK 2020 dan 2021 (tahun angkatan 2017 dan 2018 lulus SMA) sebagai indikator kualitas output.;0;1;0;0;in;316302486;1,7041E+18;taufiqutomo;https://twitter.com/taufiqutomo/status/1704103691459186910
Tue Sep 19 12:02:31 +0000 2023;1,7041E+18;Pertama, apa itu sekolah yang bagus?  Di Kota Bandung, SMA negeri yang tergolong favorit biasanya adalah SMAN 3, 8, 5, 2, dan 24. Bahkan di era PPDB zonasi pun, masih ada orang memindahkan alamat KK agar bisa diterima di sana.  https://t.co/CgvPVaGY2q;0;1;0;0;in;316302486;1,7041E+18;taufiqutomo;https://twitter.com/taufiqutomo/status/1704103675285926081
Tue Sep 19 11:54:24 +0000 2023;1,7041E+18;@jnessy_ @Pai_C1 Sebenarnya sdh ad larangan semua siswa ga boleh bawa kendaraan alasan belom memiliki SIM, dan itu juga salah satu alasan sekolah jalur zonasi mengurangi siswa menggunakan kendaraan;0;0;2;0;in;3166399315;1,70408E+18;bagusmiko92;https://twitter.com/bagusmiko92/status/1704101632525676760
Tue Sep 19 11:46:13 +0000 2023;1,7041E+18;Upaya mitigasi bencana di Kota Bogor dilakukan dengan memetakan zona hijau, merah, dan hitam. Dari peta zonasi itu kemudian diturunkan dalam implementasi berupa relokasi dan penyediaan sarana dan prasarana. #Metro #AdadiKompas   https://t.co/dD72EZY42J;0;0;1;1;in;255866913;1,7041E+18;hariankompas;https://twitter.com/hariankompas/status/1704099574023848326
Tue Sep 19 11:44:07 +0000 2023;1,7041E+18;@mraliiev aran zonasi;0;0;0;0;in;1,21419E+18;1,7041E+18;9DorianGrey9;https://twitter.com/9DorianGrey9/status/1704099046174908641
Tue Sep 19 11:45:38 +0000 2023;1,7041E+18;Ganjar Pranowo sudah berhasil membuat SMKN Jateng gratis bagi keluarga miskin. SMKN Jateng sudah menjadi sekolah percontohan di tingkat nasional.  Anies Mbulet  baru berandai andai bicara soal biaya sekolah, kemarin waktu di Jakarta urus sekolah sistem zonasi aja kacau balau 🤣 https://t.co/bYKlDlxQXQ;0;0;17;26;in;9,03307E+17;1,7041E+18;Jumianto_RK;https://twitter.com/Jumianto_RK/status/1704099426724466880
Tue Sep 19 11:21:52 +0000 2023;1,70409E+18;@tanyakanrl jalur zonasi;0;0;0;0;in;1,48333E+18;1,70376E+18;4s4shkies;https://twitter.com/4s4shkies/status/1704093443071639614
Tue Sep 19 09:09:34 +0000 2023;1,70406E+18;Zonasi bikin orang pinggiran kota sulit mengakses pendidikan.  Harusnya sekolah negeri untuk membantu yang tidak mampu. Malah dimanfaatkan untuk orang mampu yang rumahnya dekat sekolah negeri.;0;0;0;0;in;1173836558;1,70406E+18;sir_usil;https://twitter.com/sir_usil/status/1704060151211454773
Tue Sep 19 08:46:14 +0000 2023;1,70405E+18;BSKAP Kemdikbud: Hapus Sistem Zonasi Tak Selesaikan Masalah, Kelompok Rentan Rawan Tak Dapat Akses  https://t.co/Xg6XsMAtl0;1;0;1;0;in;71436318;1,70405E+18;KompasTV;https://twitter.com/KompasTV/status/1704054279852724536
Tue Sep 19 07:32:16 +0000 2023;1,70404E+18;Iseng buka web dan mantau dikit-dikit, bjirrr ngeri sama sistemnya. Masih mending daftar SMP pake zonasi or daftar kuliah pake snpmb hmmm;0;0;0;0;in;1,57974E+18;1,70404E+18;yanaaabaik;https://twitter.com/yanaaabaik/status/1704035664885600567
Tue Sep 19 06:46:08 +0000 2023;1,70402E+18;Bahas Raperda Tentang RTRW Tahun 2023 - 2043 , Tim Kerja Zonasi Provinsi Lakukan Rapat Internal  Selengkapnya: https://t.co/tTKOeweMOv  Sorta Delima Lumban Tobing - Kanwil Kemenkumham Lampung @sortadtobing @yasonna.laoly @andapbudhirevianto https://t.co/nx6jp3Pmeh;0;0;0;0;in;1,45537E+18;1,70402E+18;KanwilLampung;https://twitter.com/KanwilLampung/status/1704024054372688375
Tue Sep 19 05:00:46 +0000 2023;1,704E+18;@KompasTV nadim makarim mentri gak waras, seolah dia yg paling pintar.  zonasi bukan solusi.. tapi ego sendiri.. karna menteri gak mau diskusi.. intrik menteri.. rakyat menjadi-jadi.. kalou gak berani.. mundur jadi menteri.. lihat.. kan rakyat jadi begini.. uhukkk uhukkk.. uhukkk uhukkk..;0;0;0;0;in;1,70338E+18;1,70395E+18;AsyeivKribhous;https://twitter.com/AsyeivKribhous/status/1703997539144601978
Tue Sep 19 04:47:55 +0000 2023;1,70399E+18;@tanyakanrl jalur zonasi awokawok;0;0;0;0;in;1,31377E+18;1,70376E+18;appearlingst;https://twitter.com/appearlingst/status/1703994305583759623
Tue Sep 19 04:39:32 +0000 2023;1,70399E+18;https://t.co/SgBl0y0APw  SISTEM ZONASI DIHAPUS Semoga ini termasuk berita bagus🙏😊;0;0;0;0;in;183632248;1,70399E+18;SMBS_rio;https://twitter.com/SMBS_rio/status/1703992193705542011
Tue Sep 19 03:03:18 +0000 2023;1,70397E+18;utbk 2024 ada sistem zonasi gk yh, nanti gw pindah ke depok;0;0;0;0;in;1,17888E+18;1,70397E+18;skuitworth;https://twitter.com/skuitworth/status/1703967975513128987
Tue Sep 19 02:52:13 +0000 2023;1,70397E+18;@tanyakanrl zonasi;0;0;0;0;in;1,38694E+18;1,70376E+18;naaathaniela;https://twitter.com/naaathaniela/status/1703965186242285590
Tue Sep 19 02:11:24 +0000 2023;1,70395E+18;"Swasta di kota ku tuh justru kayak buangan"" dulu sblm ada zonasi dan yg bisa masuk negeri, itu yg di cap keren/hebat Makanya pas kuliah, trs ngeliat swasta disana lebih bagus dr negeri, aku jd kaget""";0;0;0;0;in;2203008768;1,70395E+18;ilymymine;https://twitter.com/ilymymine/status/1703954914618298717
Tue Sep 19 02:10:43 +0000 2023;1,70395E+18;@mhrdhikadp Pendidik mental lama pensiun, plus zonasi..;0;0;0;0;in;79986709;1,70392E+18;deemaz85;https://twitter.com/deemaz85/status/1703954744786772100
Tue Sep 19 01:58:13 +0000 2023;1,70395E+18;BSKAP Kemdikbud: Hapus Sistem Zonasi Tak Selesaikan Masalah, Kelompok Rentan Rawan Tak Dapat Akses https://t.co/8jQcBakCDE;0;1;3;4;in;71436318;1,70395E+18;KompasTV;https://twitter.com/KompasTV/status/1703951599868182748
Tue Sep 19 01:41:16 +0000 2023;1,70395E+18;@AryBandung Pakai sistem Zonasi juga biar adil dan merata yg bisa kuliah.;0;0;0;1;in;9,32188E+17;1,70394E+18;Jennifer_bogota;https://twitter.com/Jennifer_bogota/status/1703947332386181387
Tue Sep 19 01:09:50 +0000 2023;1,70394E+18;Komite III DPD RI kembali menggelar kegiatan Kunjungan Kerja Komite III DPD RI dalam Rangka Pengawasan atas Pelaksanaan Undang-Undang Nomor 20 Tahun 2003 tentang Sistem Pendidikan Nasional berkenaan dengan Penerimaan Peserta Didik Baru Sistem Zonasi. #dpdri #kabarsenator https://t.co/Cl0FSOOr95;0;0;0;0;in;977870468;1,70394E+18;DPDRI;https://twitter.com/DPDRI/status/1703939421127766507
